title,link,category,description,telephone,address,roadAddress,mapx,mapy,dong,category_keyword
슈가코인노래연습장 공덕점,http://m.facebook.com/sugarcoin1,오락시설>노래방,,,서울특별시 마포구 공덕동 105-159 지하 1층,서울특별시 마포구 마포대로 180 지하 1층,1269555073,375501823,공덕동,오락실
뮤즈코인노래연습장,,오락시설>노래방,,,서울특별시 마포구 신공덕동 20-18 지하1층,서울특별시 마포구 백범로37길 22 지하1층,1269548139,375440661,공덕동,오락실
클럽스트라이크 <b>볼링장</b>,https://blog.naver.com/strikepub,"스포츠,오락>볼링장",,,서울특별시 마포구 도화동 36 4층 클럽스트라이크 볼링장,서울특별시 마포구 마포대로 52 4층 클럽스트라이크 볼링장,1269476654,375403280,공덕동,볼링장
뉴청룡<b>볼링장</b>,,"스포츠,오락>볼링장",,,서울특별시 용산구 갈월동 98-38 청룡빌딩 지하1층,서울특별시 용산구 한강대로 257 청룡빌딩 지하1층,1269726390,375413560,공덕동,볼링장
타겟볼링,,"스포츠,오락>볼링장",,,서울특별시 서대문구 대현동 101-7 혜우빌딩 지하1층,서울특별시 서대문구 신촌역로 10 혜우빌딩 지하1층,1269430720,375575890,공덕동,볼링장
월드스포츠가인볼링센타 신촌점,https://www.instagram.com/gain_bowling_sinchon,"스포츠,오락>볼링장",,,서울특별시 서대문구 대현동 145 지하2층,서울특별시 서대문구 이화여대1길 10 지하2층,1269447949,375577467,공덕동,볼링장
중앙샌딩,http://bowlingjungang.com/,건설업>건물건설,,,서울특별시 마포구 신수동 62-42,서울특별시 마포구 대흥로11길 9,1269386902,375451071,공덕동,볼링장
룸익스케이프 화이트점,http://ex-cape.com,방탈출카페,,,서울특별시 서대문구 창천동 5-21 2층,서울특별시 서대문구 명물길 66 2층,1269398764,375589378,공덕동,방탈출
룸익스케이프 블랙점,http://ex-cape.com,방탈출카페,,,서울특별시 서대문구 창천동 18-11 3층,서울특별시 서대문구 연세로4길 6 3층,1269373730,375569222,공덕동,방탈출
신촌<b>방탈출</b>ESC,http://roomescape.net/,방탈출카페,,,서울특별시 서대문구 창천동 13-2 준성빌딩,서울특별시 서대문구 명물길 32 준성빌딩,1269384382,375580769,공덕동,방탈출
나의신방,https://나의신방.com/layout/res/home.php?go=main,방탈출카페,,,서울특별시 서대문구 창천동 57-3 3층,서울특별시 서대문구 연세로5가길 8-3 3층,1269361822,375574664,공덕동,방탈출
클레버타운,https://clevertown.co.kr/,방탈출카페,,,서울특별시 서대문구 창천동 31-20 3층,서울특별시 서대문구 연세로 30 3층,1269371072,375582486,공덕동,방탈출
<b>보드게임카페</b> 레드버튼 신촌점,http://www.redbutton.co.kr,"스포츠,오락>보드카페",,,서울특별시 서대문구 창천동 18-31 3층,서울특별시 서대문구 연세로 8 3층,1269371132,375562007,공덕동,보드게임카페
더홀릭<b>보드게임카페</b> 신촌점,https://www.instagram.com/theholic_sc,"스포츠,오락>보드카페",,,"서울특별시 서대문구 창천동 18-55 4, 5층","서울특별시 서대문구 연세로 10-1 4, 5층",1269371419,375565000,공덕동,보드게임카페
히어로<b>보드게임카페</b> 신촌점,https://funhero.co.kr,"스포츠,오락>보드카페",,,서울특별시 서대문구 창천동 31-80 3층,서울특별시 서대문구 명물길 23 3층,1269378832,375581830,공덕동,보드게임카페
데블다이스 <b>보드게임카페</b> 신촌점,http://www.cafedevildice.co.kr,"스포츠,오락>보드카페",,,서울특별시 서대문구 창천동 57-8 계림빌딩 5층,서울특별시 서대문구 연세로5가길 1 계림빌딩 5층,1269361014,375570560,공덕동,보드게임카페
히어로<b>보드게임카페</b> 숙명여대점,https://www.instagram.com/hero_smu,"스포츠,오락>보드카페",,,서울특별시 용산구 청파동3가 111-9 7층,서울특별시 용산구 청파로47길 49 7층,1269675618,375445888,공덕동,보드게임카페
공덕<b>당구장</b>,,"스포츠,오락>당구장",,,서울특별시 마포구 공덕동 256-10 2층,서울특별시 마포구 만리재로 19 2층,1269532518,375447948,공덕동,당구장
제일플러스,,"스포츠,오락>당구장",,,서울특별시 마포구 공덕동 256-13,서울특별시 마포구 만리재로 15,1269527595,375445786,공덕동,당구장
준당구클럽,https://blog.naver.com/adress007,"스포츠,오락>당구장",,,서울특별시 마포구 공덕동 105-238 2층,서울특별시 마포구 마포대로14길 11 2층,1269560078,375486705,공덕동,당구장
제일<b>당구장</b>,,"스포츠,오락>당구장",,,서울특별시 마포구 공덕동 256-30,서울특별시 마포구 만리재옛길 1,1269540344,375448051,공덕동,당구장
BTC 당구클럽,https://blog.naver.com/highrun13,"스포츠,오락>당구장",,,서울특별시 마포구 공덕동 105-163 영지공덕빌딩,서울특별시 마포구 마포대로 180-13 영지공덕빌딩,1269560684,375500800,공덕동,당구장
벌툰 엔틱 신촌직영점,https://www.instagram.com/beoltoon_sinchon,"스포츠,오락>만화방",,,서울특별시 서대문구 창천동 57-3 4층,서울특별시 서대문구 연세로5가길 8-3 4층,1269361877,375574040,공덕동,만화카페
놀숲 이대점,https://blog.naver.com/ewhanolsoop,"스포츠,오락>만화방",,,서울특별시 서대문구 대현동 37-1 이화타워 6층,서울특별시 서대문구 이화여대길 75 이화타워 6층,1269442979,375590799,공덕동,만화카페
캣툰 신촌점,https://www.instagram.com/cattoon_sinchon,오락시설>만화방,,,서울특별시 서대문구 창천동 41-14 지하1층,서울특별시 서대문구 명물길 21 지하1층,1269377527,375579934,공덕동,만화카페
놀숲 프리미엄 신촌점,,"스포츠,오락>만화방",,,서울특별시 서대문구 창천동 57-8 4층,서울특별시 서대문구 연세로5가길 1 4층,1269361073,375570454,공덕동,만화카페
놀숲 숙대입구점,http://www.nolsoop.co.kr/,"스포츠,오락>만화방",,,서울특별시 용산구 청파동2가 71-88 지하1층,서울특별시 용산구 청파로47길 52 지하1층,1269675077,375449403,공덕동,만화카페
자란다 키즈존,https://try.jaranda.kr/njUHdO7Hzib,"키즈카페,실내놀이터",,,서울특별시 마포구 공덕동 254-5 1층,서울특별시 마포구 마포대로 122 1층,1269525692,375453949,공덕동,키즈카페
두뇌놀이터 놀짱,https://www.instagram.com/nolzzang_brainplay,"키즈카페,실내놀이터",,,서울특별시 마포구 신공덕동 155 상가 401호~403호,서울특별시 마포구 백범로37길 16 상가 401호~403호,1269548670,375435828,공덕동,키즈카페
Pantry11,http://pantry11.blog.me/,학원 등 교습시설>요리교육,,,서울특별시 마포구 신공덕동 159 신공덕래미안2차 아파트 상가 2동 224호,서울특별시 마포구 만리재로 74 신공덕래미안2차 아파트 상가 2동 224호,1269572683,375463978,공덕동,키즈카페
스크라이크팡,,스포츠시설>스크린야구장,,,서울특별시 서대문구 창천동 57-8,서울특별시 서대문구 연세로5가길 1,1269361014,375570560,공덕동,스크린야구
토토노래연습장,,"스포츠,오락>노래방",,,서울특별시 마포구 공덕동 256-30,서울특별시 마포구 만리재로 23,1269537330,375446230,공덕동,노래방
믹스믹스 소주호프 노래타운,,술집>요리주점,,,서울특별시 마포구 공덕동 256-13 제일빌딩 지하1층,서울특별시 마포구 만리재로 15 제일빌딩 지하1층,1269526844,375446541,공덕동,노래방
부르리노래로,,"스포츠,오락>노래방",,,서울특별시 마포구 공덕동 256-13 제일빌딩 1층,서울특별시 마포구 만리재로 15 제일빌딩 1층,1269527660,375445767,공덕동,노래방
썬쿠르즈<b>노래방</b>,,"스포츠,오락>노래방",,,서울특별시 마포구 공덕동 256-10,서울특별시 마포구 만리재로 19,1269533812,375448141,공덕동,노래방
레벨업 피시방,,"스포츠,오락>PC방",,,서울특별시 마포구 공덕동 105-228,서울특별시 마포구 마포대로14길 21,1269569888,375484026,공덕동,PC방
PNN,http://www.ipnn.co.kr/,"협회,단체>뉴스,미디어",,,서울특별시 마포구 공덕동 256-13 제일빌딩 704호,서울특별시 마포구 만리재로 15 제일빌딩 704호,1269527660,375445767,공덕동,PC방
24시사우나 네이버한방스파,http://cafe.naver.com/naverspa,"생활,편의>목욕,찜질",,,서울특별시 마포구 염리동 174-14 지하 1층,서울특별시 마포구 큰우물로 53 지하 1층,1269446458,375422664,공덕동,찜질방
에브리온,,"생활,편의>찜질방",,,서울특별시 용산구 용문동 38-258,서울특별시 용산구 효창원로25다길 38,1269573809,375379867,공덕동,찜질방
토정24시사우나<b>찜질방</b>,http://tojeongsauna.kr/,"생활,편의>목욕,찜질",,,서울특별시 마포구 용강동 122-16 지하1층,서울특별시 마포구 토정로32길 4 지하1층,1269412841,375410588,공덕동,찜질방
용문항토보석사우나,,"생활,편의>찜질방",,,서울특별시 용산구 용문동 38-214,서울특별시 용산구 효창원로37길 29,1269588940,375381829,공덕동,찜질방
건강마을 대흥점,https://blog.naver.com/lifeplan30,"생활,편의>찜질방",,,서울특별시 마포구 대흥동 303 2층,서울특별시 마포구 대흥로 82 2층,1269416434,375472978,공덕동,찜질방
CGV 신촌아트레온,https://cgv.co.kr/cnm/bzplcCgv/0150001,"문화,예술>영화관",,,서울특별시 서대문구 창천동 20-25,서울특별시 서대문구 신촌로 129,1269403023,375566022,공덕동,클라이밍
신촌담장,https://blog.naver.com/damjang_/224136346506,"스포츠,오락>암벽등반",,,서울특별시 서대문구 대현동 101-7 5층,서울특별시 서대문구 신촌역로 10 5층,1269431221,375576736,공덕동,클라이밍
PEAKERS <b>클라이밍</b> 신촌,https://www.instagram.com/peakers_sinchon,"스포츠,오락>암벽등반",,,서울특별시 서대문구 창천동 20-25 아트레온 11층,서울특별시 서대문구 신촌로 129 아트레온 11층,1269403064,375565738,공덕동,클라이밍
SUMMIT<b>클라이밍</b>센터,,"스포츠,오락>암벽등반",,,서울특별시 마포구 노고산동 4-22 1층,서울특별시 마포구 신촌로24안길 14 1층,1269421356,375555203,공덕동,클라이밍
비파티세리 공덕점,http://www.instagram.com/bpatisserie_seoul,"카페,디저트>베이커리",,,서울특별시 마포구 공덕동 105-67 1층,서울특별시 마포구 마포대로14길 4 1층,1269551043,375487011,공덕동,카페
아이엠베이글 공덕점,https://smartstore.naver.com/iambagel,브런치카페,,,서울특별시 마포구 공덕동 476 101동 1층,서울특별시 마포구 백범로 152 101동 1층,1269482171,375446928,공덕동,카페
스타벅스 공덕점,http://www.starbucks.co.kr/,"카페,디저트>카페",,,서울특별시 마포구 공덕동 254-8,서울특별시 마포구 마포대로 130 (공덕동),1269529560,375459130,공덕동,카페
파네트,,"카페,디저트>베이커리",,,서울특별시 마포구 공덕동 232-9 1층,서울특별시 마포구 마포대로11길 17 1층,1269531978,375488291,공덕동,카페
파리바게트 공덕역사점,,"카페,디저트>베이커리",,,서울특별시 마포구 공덕동 439 공덕역사 내 1023호,서울특별시 마포구 백범로 200 공덕역사 내 1023호,1269519475,375435269,공덕동,카페
버거킹 공덕역점,,양식>햄버거,,,서울특별시 마포구 공덕동 252-5 태영빌딩,서울특별시 마포구 마포대로 144 태영빌딩,1269537182,375471190,공덕동,맛집
진대감 마포점,https://gorillafnd.co.kr/,"육류,고기요리>소고기구이",,,서울특별시 마포구 공덕동 249-62 1층,서울특별시 마포구 마포대로12길 54 1층,1269544398,375466313,공덕동,맛집
봉평옹심이메밀칼국수,https://catchtable.co.kr/bongpyeongongsimimemilkalgugsu,"한식>칼국수,만두",,,서울특별시 마포구 공덕동 242-90 1층 봉평옹심이메밀칼국수,서울특별시 마포구 만리재옛길 19 1층 봉평옹심이메밀칼국수,1269552378,375459556,공덕동,맛집
육회어때 공덕점,https://blog.naver.com/howaboutyukhoe,술집>요리주점,,,서울특별시 마포구 공덕동 242-31 1층,서울특별시 마포구 마포대로12길 24 1층,1269547635,375479020,공덕동,술집
오롯로바타,https://www.instagram.com/oroat_robata,술집>이자카야,,,"서울특별시 마포구 공덕동 476 공덕파크자이 202동 1층 5,6호","서울특별시 마포구 백범로 152 공덕파크자이 202동 1층 5,6호",1269465758,375455967,공덕동,술집
락희옥 마포본점,https://blog.naver.com/lakheeoak_kr,음식점>한식,,,서울특별시 마포구 공덕동 478 공덕더샵아파트 101동 1층 1호,서울특별시 마포구 백범로 170 공덕더샵아파트 101동 1층 1호,1269494971,375443604,공덕동,술집
해물기와,https://www.instagram.com/haemoolgiwa,"한식>해물,생선요리",,,서울특별시 마포구 공덕동 242-34 1층 해물기와,서울특별시 마포구 마포대로12길 26 1층 해물기와,1269546713,375478303,공덕동,술집
사랑과평화,https://www.instagram.com/love.peace_4us,한식>생선회,,,서울특별시 마포구 공덕동 476 102동 1층 사랑과 평화,서울특별시 마포구 백범로 152 102동 1층 사랑과 평화,1269475982,375449040,공덕동,술집
이화코노,,오락시설>노래방,,,서울특별시 서대문구 대현동 37-1 이화타워 2층,서울특별시 서대문구 이화여대길 75 이화타워 2층,1269443608,375590965,아현동,오락실
리코스타코인노래연습장 이대점,,오락시설>노래방,,,서울특별시 서대문구 대현동 27-33 지하2층,서울특별시 서대문구 신촌역로 22-8 지하2층,1269433439,375588460,아현동,오락실
와다다<b>오락실</b>,https://www.instagram.com/wadada_arcade/,"스포츠,오락>오락실",,,서울특별시 서대문구 창천동 5-50 1층,서울특별시 서대문구 명물길 40 1층,1269388550,375584177,아현동,오락실
세븐틴코인노래연습장 마포점,,오락시설>노래방,,,서울특별시 마포구 도화동 250-1 에벤에셀 지하1층,서울특별시 마포구 도화길 10 에벤에셀 지하1층,1269473925,375398665,아현동,오락실
크로바<b>볼링장</b>,,"스포츠,오락>볼링장",,,서울특별시 서대문구 대신동 125-12,서울특별시 서대문구 봉원사2길 6,1269467390,375676125,아현동,볼링장
<b>보드게임카페</b> 레드버튼 숙명여대점,https://redbutton.co.kr/,"스포츠,오락>보드카페",,,서울특별시 용산구 청파동3가 29-14 4층,서울특별시 용산구 청파로45길 19 4층,1269693870,375442769,아현동,보드게임카페
홈즈앤루팡 <b>보드게임카페</b> 이대점,http://holmeslupin.co.kr/,"스포츠,오락>보드카페",,,서울특별시 서대문구 대현동 56-122 지하 1층 2층,서울특별시 서대문구 이화여대길 53 지하 1층 2층,1269454684,375590856,아현동,보드게임카페
커티스,,"음식점>카페,디저트",,,서울특별시 용산구 청파동3가 105-30 1층,서울특별시 용산구 청파로43다길 9 1층,1269693619,375432356,아현동,보드게임카페
신촌 파티룸 오아시스,,"서비스,산업>장소대여",,,서울특별시 서대문구 대현동 34-50 지층,서울특별시 서대문구 이화여대길 88-16 지층,1269442762,375594475,아현동,보드게임카페
라팔<b>당구장</b>,,"스포츠,오락>당구장",,,서울특별시 마포구 아현동 437-3 지층 2-1호,서울특별시 마포구 마포대로 196 지층 2-1호,1269561973,375513508,아현동,당구장
벌툰 몽유도원 이대점,,"스포츠,오락>만화방",,,서울특별시 서대문구 대현동 56-2 4층,서울특별시 서대문구 이화여대길 59 4층,1269451747,375589854,아현동,만화카페
문화<b>카페</b>산장,https://www.instagram.com/cafe_cabin,오락시설>만화방,,,"서울특별시 용산구 갈월동 93-25 2,3층","서울특별시 용산구 한강대로81길 22 2,3층",1269715269,375425704,아현동,만화카페
벌툰 파리지앵 마포점,,"스포츠,오락>만화방",,,서울특별시 마포구 도화동 36 고려아카데미텔2 3층,서울특별시 마포구 마포대로 52 고려아카데미텔2 3층,1269476643,375403379,아현동,만화카페
허니마운틴 마포공덕점,https://www.instagram.com/honey.mountain_mapo,"키즈카페,실내놀이터",,,서울특별시 마포구 아현동 733 효성인텔리안 지하 106호,서울특별시 마포구 마포대로 208 효성인텔리안 지하 106호,1269568540,375524901,아현동,키즈카페
애플<b>노래방</b>,,"스포츠,오락>노래방",,,서울특별시 마포구 아현동 604-2,서울특별시 마포구 마포대로 214,1269571800,375528559,아현동,노래방
레드포스PC아레나 신촌점,,"스포츠,오락>PC방",,,서울특별시 서대문구 창천동 20-26 지하1층,서울특별시 서대문구 신촌로 127 지하1층,1269399802,375564875,아현동,PC방
옵티멈존PC카페 공덕점,https://ozpccafe.com/,"스포츠,오락>PC방",,,"서울특별시 마포구 도화동 571 지하1층 (, 나눔빌딩)","서울특별시 마포구 도화길 43 지하1층 (도화동, 나눔빌딩)",1269503212,375416821,아현동,PC방
타워PC카페,https://blog.naver.com/ozpccafe,"스포츠,오락>PC방",,,서울특별시 서대문구 충정로3가 464 1층 타워PC카페,서울특별시 서대문구 서소문로 21 1층 타워PC카페,1269640448,375597836,아현동,PC방
제노<b>pc방</b>,,"스포츠,오락>PC방",,,서울특별시 용산구 갈월동 98-1,서울특별시 용산구 한강대로77길 11,1269720707,375417845,아현동,PC방
스타벅스 애오개역점,http://www.starbucks.co.kr/,"카페,디저트>카페",,,서울특별시 마포구 아현동 738 마포트라팰리스II (),서울특별시 마포구 마포대로 201 마포트라팰리스II (아현동),1269556666,375521195,아현동,카페
스타벅스 마포경찰서후문점,http://www.starbucks.co.kr/,"카페,디저트>카페",,,서울특별시 마포구 아현동 618-19,서울특별시 마포구 마포대로 173-14 (아현동),1269534320,375508000,아현동,카페
타호커피 아현점,https://www.instagram.com/tahoecoffee_official,"음식점>카페,디저트",,,서울특별시 마포구 아현동 330-6 1층,서울특별시 마포구 신촌로 260-1 1층,1269546477,375571316,아현동,카페
파리바게뜨 애오개점,https://www.paris.co.kr/,"카페,디저트>베이커리",,,서울특별시 마포구 아현동 787 1층,서울특별시 마포구 마포대로 183-28 (아현동) 1층,1269538748,375514594,아현동,카페
메가MGC커피 애오개점,,"카페,디저트>카페",,,서울특별시 마포구 아현동 777,서울특별시 마포구 마포대로 195,1269535133,375516148,아현동,카페
황금콩밭,https://app.catchtable.co.kr/ct/shop/goldcong?from=share&type=VISIT_RESERVATION,한식>두부요리,,,서울특별시 마포구 아현동 424-11,서울특별시 마포구 마포대로16길 9,1269567133,375509597,아현동,맛집
오공김밥 애오개점,https://www.instagram.com/50gimbab,음식점>분식,,,서울특별시 마포구 아현동 777 마포레미안 푸르지오상가4동 101호,서울특별시 마포구 마포대로 195 마포레미안 푸르지오상가4동 101호,1269532665,375511956,아현동,맛집
곱창파는고깃집 공덕본점,https://app.catchtable.co.kr/ct/shop/gpg201709?from=share&type=WAITING,"한식>육류,고기요리",,,서울특별시 마포구 아현동 618-19 마포센텀슬로우스퀘어 401호,서울특별시 마포구 마포대로 173-14 마포센텀슬로우스퀘어 401호,1269536224,375510075,아현동,맛집
늘푸른식당,,술집>요리주점,,,서울특별시 마포구 아현동 327-1 1층 늘푸른식당,서울특별시 마포구 굴레방로9길 3 1층 늘푸른식당,1269555238,375568894,아현동,술집
오또꼬,,술집>이자카야,,,서울특별시 마포구 아현동 437-3,서울특별시 마포구 마포대로 196,1269561961,375513462,아현동,술집
요행,http://www.facebook.com/vinolargo.m.p,술집>요리주점,,,서울특별시 마포구 아현동 330-13 지하 1층,서울특별시 마포구 굴레방로9길 8 지하 1층,1269552913,375569191,아현동,술집
은진이네,http://coconutz.kr/8423,술집>포장마차,,,서울특별시 마포구 아현동 437-3 1층 106호,서울특별시 마포구 마포대로 196 1층 106호,1269561973,375513508,아현동,술집
경이네회포차,,술집>포장마차,,,서울특별시 마포구 아현동 346-44,서울특별시 마포구 굴레방로9길 44,1269531620,375567678,아현동,술집
지코인 코인노래방 &amp; 포톤네컷 마포공덕점,,오락시설>노래방,,,서울특별시 마포구 도화동 179-6 3층,서울특별시 마포구 도화길 29-1 3층,1269492298,375409561,도화동,오락실
럭키캐치 공덕역점,,"스포츠,오락>오락실",,,서울특별시 마포구 도화동 25-5 1층,서울특별시 마포구 새창로 15-1 1층,1269518112,375422176,도화동,오락실
코노혜자노래방,,오락시설>노래방,,,서울특별시 마포구 도화동 203-2 지하1층,서울특별시 마포구 삼개로 15-10 지하1층,1269479059,375390384,도화동,오락실
버블팝 마포공덕점,,"스포츠,오락>오락실",,,서울특별시 마포구 도화동 571,서울특별시 마포구 도화길 43 나눔빌딩,1269503824,375417113,도화동,오락실
비트포비아 아이파크몰점,,방탈출카페,,,서울특별시 용산구 한강로3가 40-999,서울특별시 용산구 한강대로23길 55,1269647415,375297718,도화동,방탈출
미션브레이크 용산,https://m.cgv.co.kr/WebApp/SpecialV4/PlayZoneDetail.aspx?idx=19,방탈출카페,,,서울특별시 용산구 한강로3가 40-999 아이파크몰 7층,서울특별시 용산구 한강대로23길 55 아이파크몰 7층,1269647415,375297718,도화동,방탈출
<b>보드게임카페</b> 레드버튼 마포점,https://www.instagram.com/redbutton_mapo?igsh=cXg3dnI0aTc4NzI1,"스포츠,오락>보드카페",,,서울특별시 마포구 도화동 201-39 3층,서울특별시 마포구 삼개로 11 3층,1269477437,375393720,도화동,보드게임카페
아수라발발타,,"스포츠,오락>보드카페",,,서울특별시 마포구 도화동 290-10,서울특별시 마포구 마포대로4나길 7,1269464556,375385778,도화동,보드게임카페
밸류<b>보드</b><b>카페</b>,,"스포츠,오락>보드카페",,,서울특별시 마포구 도화동 1-12 보광빌딩 4층,서울특별시 마포구 새창로 40 보광빌딩 4층,1269540485,375412477,도화동,보드게임카페
마포당구클럽,https://www.instagram.com/billiard_mapo?igsh=NDVpcm5qOXhqbmJ6&utm_source=qr,"스포츠,오락>당구장",,,서울특별시 마포구 도화동 173 삼창빌딩 지하2층,서울특별시 마포구 마포대로 63-8 삼창빌딩 지하2층,1269478646,375421987,도화동,당구장
허슬러2000,,"스포츠,오락>당구장",,,서울특별시 마포구 도화동 51-1,서울특별시 마포구 마포대로 49,1269468415,375408105,도화동,당구장
삼성<b>당구장</b>,,"스포츠,오락>당구장",,,서울특별시 마포구 도화동 550 삼성프라자 지하 1층,서울특별시 마포구 도화길 32 삼성프라자 지하 1층,1269494885,375408691,도화동,당구장
비어&amp;<b>당구장</b>,http://www.instagram.com/mapo_beerdangu,"스포츠,오락>당구장",,,서울특별시 마포구 마포동 136-1 지하 101호,서울특별시 마포구 마포대로 12 지하 101호,1269444248,375378481,도화동,당구장
서울형<b>키즈카페</b> <b>마포구도화동</b>점,https://umppa.seoul.go.kr/icare/indexP.do,"키즈카페,실내놀이터",,,서울특별시 마포구 도화동 357-8 건물 1층,서울특별시 마포구 도화4길 53 건물 1층,1269519130,375395290,도화동,키즈카페
영희<b>노래방</b>,,"스포츠,오락>노래방",,,서울특별시 마포구 도화동 182-7,서울특별시 마포구 도화길 42-1,1269504600,375415550,도화동,노래방
고래고래<b>노래방</b>,,"스포츠,오락>노래방",,,서울특별시 마포구 도화동 183-13,서울특별시 마포구 새창로 14,1269515740,375420510,도화동,노래방
비젼노래연습장,,"스포츠,오락>노래방",,,서울특별시 마포구 도화동 182-9 지층,서울특별시 마포구 도화길 44 지층,1269505618,375416219,도화동,노래방
친구야노래하자,,"스포츠,오락>노래방",,,서울특별시 마포구 도화동 6-51,서울특별시 마포구 도화길 26,1269488973,375404753,도화동,노래방
레벨업 PC CAFE,,"스포츠,오락>PC방",,,서울특별시 마포구 도화동 541 지하1층,서울특별시 마포구 마포대로 38 지하1층,1269466621,375394269,도화동,PC방
메가아이스테이션 마포점,,"스포츠,오락>PC방",,,서울특별시 마포구 마포동 192,서울특별시 마포구 마포대로4나길 12,1269461478,375384754,도화동,PC방
사트너아이티,http://www.superpbang.kr/,"컴퓨터프로그래밍,정보서비스업>인터넷솔루션",,,서울특별시 마포구 마포동 35-1 2층 201호,서울특별시 마포구 마포대로 15 2층 201호,1269439726,375386551,도화동,PC방
아이지인터내셔널,http://www.pcbangclub.co.kr/,"쇼핑,유통>컴퓨터,모니터",,,서울특별시 마포구 도화동 353,서울특별시 마포구 도화4길 73,1269516006,375391457,도화동,PC방
친정숲 불한증막,,"생활,편의>목욕탕,사우나",,,서울특별시 마포구 창전동 437 삼성프라자 상가동 지하 1층,서울특별시 마포구 서강로 97 삼성프라자 상가동 지하 1층,1269323556,375519368,도화동,찜질방
프릳츠 도화점,http://www.fritz.co.kr/,"음식점>카페,디저트",,,서울특별시 마포구 도화동 179-9,서울특별시 마포구 새창로2길 17,1269490444,375410245,도화동,카페
스타벅스 마포일진빌딩점,http://www.starbucks.co.kr/,"카페,디저트>카페",,,서울특별시 마포구 도화동 50-1 일진빌딩 1층 (),서울특별시 마포구 마포대로 45 일진빌딩 1층 (도화동),1269463468,375403049,도화동,카페
뚜레쥬르 공덕해링턴점,https://www.tlj.co.kr,"카페,디저트>베이커리",,,서울특별시 마포구 도화동 25-66,,1269520269,375426934,도화동,카페
스타벅스 공덕오거리점,http://www.starbucks.co.kr/,"카페,디저트>카페",,,서울특별시 마포구 도화동 22 창강빌딩,서울특별시 마포구 마포대로 86 (도화동) 창강빌딩,1269506397,375428000,도화동,카페
빽다방 마포복사꽃공원점,http://www.theborn.co.kr/tb/brand_no12.asp,"카페,디저트>테이크아웃커피",,,서울특별시 마포구 도화동 290-15,서울특별시 마포구 마포대로4길 16,1269464544,375387781,도화동,카페
곱 마포직영점,https://www.instagram.com/gop.mapo/,"한식>곱창,막창,양",,,서울특별시 마포구 도화동 179-11,서울특별시 마포구 도화길 31-1,1269493851,375410047,도화동,맛집
도화곱창,http://www.instagram.com/DohwaGopchang,"한식>곱창,막창,양",,,서울특별시 마포구 도화동 179-7 1층,서울특별시 마포구 새창로2길 13 1층,1269494134,375413816,도화동,맛집
프리미엄 규카츠 규도 마포공덕 본점,https://www.instagram.com/g.y.u.d.o,음식점>한식,,,서울특별시 마포구 도화동 555 오벨리스크 APT 상가 지하1층 138호,서울특별시 마포구 마포대로 33 오벨리스크 APT 상가 지하1층 138호,1269454561,375399130,도화동,맛집
맥도날드 공덕점,https://www.mcdonalds.co.kr/,양식>햄버거,,,서울특별시 마포구 도화동 559 마포트라팰리스 1층,서울특별시 마포구 마포대로 55-1 마포트라팰리스 1층,1269470909,375410909,도화동,맛집
우월소곱창 마포직영점,http://pf.kakao.com/_uWUaG,"한식>곱창,막창,양",,,"서울특별시 마포구 도화동 556 1층 111, 112, 113호","서울특별시 마포구 마포대로 73 1층 111, 112, 113호",1269489664,375422382,도화동,술집
삼덕통닭 마포점,https://www.instagram.com/samduck_official/,"음식점>치킨,닭강정",,,"서울특별시 마포구 도화동 559 1층 110, 111호","서울특별시 마포구 마포대로 53 1층 110, 111호",1269475618,375414263,도화동,술집
김막회,https://app.catchtable.co.kr/ct/shop/kimmakhoei,한식>생선회,,,서울특별시 마포구 도화동 336-2 1층,서울특별시 마포구 도화길 20-1 1층,1269483427,375403095,도화동,술집
옥된장 공덕점,https://www.instagram.com/okdj_top,음식점>한식,,,서울특별시 마포구 도화동 25-13 효성해링턴스퀘어 B동 1층 16호,서울특별시 마포구 마포대로 92 효성해링턴스퀘어 B동 1층 16호,1269523628,375424229,도화동,술집
이춘복참치 공덕점,http://lcbtuna.co.kr/,"음식점>한식>해물,생선요리>생선회",,,서울특별시 마포구 도화동 25-13 B동 2층 1호 효성해링턴 스퀘어,서울특별시 마포구 마포대로 92 B동 2층 1호 효성해링턴 스퀘어,1269520650,375426112,도화동,술집
지코인 코인노래방 서강대점,,오락시설>노래방,,,서울특별시 마포구 신수동 81-59 3층 지코인노래연습장,서울특별시 마포구 서강로16길 69 3층 지코인노래연습장,1269372114,375514071,신수동,오락실
서강코인노래연습장,,오락시설>노래방,,,서울특별시 마포구 신수동 22-22,서울특별시 마포구 백범로 74,1269398565,375486248,신수동,오락실
엑스이스케이프 홍대놀이터점,https://xescape.com,방탈출카페,,,서울특별시 마포구 서교동 358-123 홍대프라자 3층 엑스이스케이프 홍대놀이터점,서울특별시 마포구 와우산로21길 20-5 홍대프라자 3층 엑스이스케이프 홍대놀이터점,1269227186,375526480,신수동,방탈출
둥지닭볶음탕 홍대점,http://instagram.com/dungdark_1025,음식점>한식,,,서울특별시 마포구 서교동 332-8 둥지닭볶음탕 홍대점,서울특별시 마포구 와우산로29마길 16 둥지닭볶음탕 홍대점,1269264934,375554944,신수동,방탈출
브레이크아웃이스케이프,https://hongdae.breakoutescapegame.com/ko/,방탈출카페,,,서울특별시 마포구 서교동 338-48 3층~4층,서울특별시 마포구 와우산로 102 3층~4층,1269248594,375529296,신수동,방탈출
